,target,prediction_1,prediction_2,prediction_3,prediction_4,prediction_5,rank
47,COC(=O)COc1ccc(C(=O)CN2CCN(c3ccncc3)CC2)cc1.N,NC(=O)COc1ccc(C(=O)CBr)cc1.c1cc(N2CCNCC2)ccn1,O=C(O)COc1ccc(C(=O)CN2CCN(c3ccncc3)CC2)cc1.On1nnc2ccccc21,Clc1ccncc1.NCC(=O)c1ccc(OCC(N)=O)cc1,CCN(CC)CC.O=C(O)COc1ccc(C(=O)CN2CCN(c3ccncc3)CC2)cc1,COC(=O)COc1ccc(C(=O)CN2CCN(c3ccncc3)CC2)cc1.N,5
48,COc1ccccc1N1CCN(CCCCN)CC1.O=C(O)c1ccc2c(c1)Cc1ccccc1-2,COc1ccccc1N1CCN(CCCCN)CC1.O=C(O)c1ccc2c(c1)Cc1ccccc1-2,COc1ccccc1N1CCN(CCCCN)CC1.O=C(Cl)c1ccc2c(c1)Cc1ccccc1-2,COc1ccccc1N1CCNCC1.O=C(NCCCCBr)c1ccc2c(c1)Cc1ccccc1-2,COc1ccccc1N1CCNCC1.O=C(O)c1ccc2c(c1)Cc1ccccc1-2,COc1ccccc1N1CCNCC1.O=C(NCCCCI)c1ccc2c(c1)Cc1ccccc1-2,1
49,Cn1ccc(COc2ccc([N+](=O)[O-])c(NCc3ccc(OC(F)(F)F)cc3F)c2)n1,CNC=CC(F)COC=CC=C(CNCc1ccc(OC(F)(F)F)cc1)[N+](=O)[O-],C#CC(=CC=CCNCC(=CC=COCC(C=CNC)OF)[N+](=O)[O-])OC(F)(F)F,CNC=CC(F)(F)COC=CC=C(CNCC=CC=COCF)[N+](=O)[O-],CNC=CC(F)COC=CC=C(CNCC=CC=COC(F)F)[N+](=O)[O-],C=C(C=CNC)COC=CC=C(C(=C=N)NCc1ccc(OC(F)(F)F)cc1F)[N+](=O)[O-],0
50,CC(C)(C)OC(=O)CBr.Cc1ccc(F)cc1C1CC(=O)NC(c2cccc(Cl)c2)C12C(=O)Nc1cc(Cl)ccc12,CC(C)(C)OC(=O)CBr.Cc1ccc(F)cc1C1CC(=O)NC(c2cccc(Cl)c2)C12C(=O)Nc1cc(Cl)ccc12,CC(C)(C)OC(=O)CBr.Cc1ccc(F)c2c1CCNC(c1cccc(Cl)c1)C21C(=O)Nc2cc(Cl)ccc21,CC(C)(C)OC(=O)CBr.Cc1ccc(F)cc1CCNC(c1cccc(Cl)c1)C1C(=O)Nc2cc(Cl)ccc21,CC(C)(C)OC(=O)CBr.Cc1ccc(F)cc1CCC(=O)NC(c1cccc(Cl)c1)C1C(=O)Nc2cc(Cl)ccc21,CC(C)(C)OC(=O)CBr.Cc1ccc(F)cc1C1CC(=O)NC(c2cccc(Cl)c2)C12C(=O)Nc1cc(Cl)ccc12,1
51,COc1ccc2c(c1OC)CCC2=O.NO,COc1ccc2c(c1OC)CCC2=O.NO,COc1ccc2c(c1OC)CCC2=O,CCOc1c(OC)ccc2c1CC2=O.NO,COc1cc2cc(c1OC)CCC2=O.NO,COc1ccc2c(c1OC)CCC2=O.NN,1
52,OCc1ccccc1.Oc1ccc(Br)nc1,BrCc1ccccc1.Oc1ccc(Br)nc1,Brc1ccc(Br)nc1.OCc1ccccc1,BrCc1ccccc1.Brc1ccc(Br)nc1,Brc1ccc(Br)nc1.OCc1ccccc1,Brc1ccc(Br)nc1.[O-]Cc1ccccc1,0
53,CSc1nc(CS(C)(=O)=O)cc(OS(=O)(=O)C(F)(F)F)n1.C[C@H]1COC[C@@H](C)N1,CSc1nc(Cl)cc(CS(C)(=O)=O)n1.C[C@H]1COC[C@@H](C)N1,CSc1nc(N)cc(CS(C)(=O)=O)n1.C[C@H]1COC[C@@H](C)N1,C[C@H]1COC[C@@H](C)N1.Cc1nc(Cl)cc(CS(C)(=O)=O)n1,C[C@@H]1COC[C@@H](C)N1.Cc1nc(Cl)cc(CS(C)(=O)=O)n1,CSc1nc(Br)cc(CS(C)(=O)=O)n1.C[C@H]1COC[C@@H](C)N1,0
54,O=[N+]([O-])c1ccccc1CCBr.c1ccc(N2CCNCC2)cc1,O=[N+]([O-])c1ccccc1CCBr.c1ccc(N2CCNCC2)cc1,O=[N+]([O-])c1ccccc1CCCl.c1ccc(N2CCNCC2)cc1,O=[N+]([O-])c1ccccc1CCI.c1ccc(N2CCNCC2)cc1,O=C(O)Cc1ccccc1[N+](=O)[O-].c1ccc(N2CCNCC2)cc1,O=[N+]([O-])c1ccccc1CCOS(=O)(=O)C(F)(F)F.c1ccc(N2CCNCC2)cc1,1
55,C[C@@H]1CC2(CC[C@@H]1N1CCC(Cc3ccc(Cl)cc3Cl)C1=O)OCCO2,C[C@H]1CC(=O)CC[C@H]1N1CCC(Cc2ccc(Cl)cc2Cl)C1=O,C[C@H]1CC(=O)CC[C@H]1NC(=O)CCC(C=O)Cc1ccc(Cl)cc1Cl,C[C@H]1CC(=O)CC[C@H]1NC(=O)CC(C=O)Cc1ccc(Cl)cc1Cl,C[C@H]1CC(=O)CC[C@H]1NCCC(C=O)Cc1ccc(Cl)cc1Cl,C[C@H]1CC(=O)CC[C@H]1N1C(=O)CC(Cc2ccc(Cl)cc2Cl)C1=O,0
56,CC(C)(C)OC(=O)N1CCC(C)(C(=O)O)CC1.On1nnc2ccccc21,CC(C)(C)OC(=O)N1CCC(C)(C(=O)O)CC1.On1nnc2ccccc21,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CC1(C(=O)O)CCNCC1,CC(C)(C)OC(=O)N1CCC(C)(C(=O)O)CC1.CN(C)C(On1nnc2cccnc21)=[N+](C)C,CC(C)(C)OC(=O)N1CCC(C)(C(=O)O)CC1.N,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CC1(C(N)=O)CCNCC1,1
57,CC(C)(C)OC(=O)N1CCC[C@@H]1Cn1c(NC(=O)c2ccc(C(F)F)s2)nc2cc(CO)ccc21,COC(=O)c1cccc(N=C(C[C@H]2CCCN2)NC(=O)C2=CC=C(C(F)F)[SH]2N)c1,COC(=O)c1cc2cc(c1)N(C[C@H]1CCCN1)C(NC(=O)c1ccc(C(F)F)s1)=N2,CC(C)(C)[Si](C)(C)OCc1cccc(N=C(C[C@H]2CCCN2)NC(=O)C2=CC=C(C(F)F)[SH]2N)c1,COC(=O)c1ccc2c(c1)nc(NC(=O)c1ccc(C(F)F)s1)n2C[C@H]1CCCN1,O=Cc1ccc2c(c1)nc1n2C[C@H]2CCCN2CSC(C(F)F)=CCC(=O)N1,0
58,CC1CN(C(=O)OC(C)(C)C)CCC1=O.[Li]CCCC,CC1CN(C(=O)OC(C)(C)C)CCC1=O.C[Si](C)(C)[N-][Si](C)(C)C,CC1CN(C(=O)OC(C)(C)C)CCC1=O.[Li]CCCC,CC(C)(C)OC(=O)N1CCCC(=O)C1.C[Si](C)(C)[N-][Si](C)(C)C,CC1CN(C(=O)OC(C)(C)C)CCC1=O.C[S+](C)(C)=O,CC1CC(=O)CCN(C(=O)OC(C)(C)C)C1.C[Si](C)(C)[N-][Si](C)(C)C,2
59,CC1(C)OCC[C@@H](C(C)(C)C=O)O1.C[Mg+],CC1(C)OCCC(C(C)(C)C=O)O1.C[Mg+],CC1COC(C(C)(C)C=O)CO1.C[Mg+],CC(=O)C(C)(C)[C@@H]1CCOC(C)(C)O1,COC(C)(C)C1CCOC(C)(C)O1.C[Mg+],CC1COC(C(C)(C)C=O)CCO1.C[Mg+],0
60,CCOC(=O)C=CC(C)=CCOC(C)=O,CCOC(=O)C=CC(C)=CC=O,CCOC(=O)C=CC(C)=CC(=O)OCC,CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.CCOC(=O)c1c(C)cc(C=O)cc1C,CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.Cc1cc(C=O)cc(C)c1C(=O)O,CCOC(=O)C=CC(C)=CCOC(C)=O,5
61,CC(C)(C)OC(=O)N1CCN(Cc2c[nH]c(=O)c3ccc(Br)cc23)CC1.CC(C)(C)[Si](C)(C)OCC1(COS(C)(=O)=O)CCC1,CC(C)(C)OC(=O)N1CCNCC1.CC(C)(C)[Si](C)(C)OCC1(Cn2cc(COS(C)(=O)=O)c3cc(Br)ccc3c2=O)CCC1,C=CC(=O)CCCCCN(C=CC1C2=CC(Br)=CN1CCN(C(=O)OC(C)(C)C)CC2)CC(C)(CC)CO[Si]C,CC(C)(C)OC(=O)N1CCNCC1.CC(C)(C)[Si](C)(C)OCC1(Cn2cc(COS(C)(=O)=O)c3cc(Br)ccc3c2=O)CCC1,CC(C)(C)OC(=O)N1CCNCC1.CC(C)(C)[Si](C)(C)OCC1(CN(C=CCOS(C)(=O)=O)C(=O)c2ccc(Br)cc2)CCC1,C=Cc1cc(Br)cccc(=O)[nH]cc1CN1CCN1C(=O)OC(C)(C)C.CC(C)(C)[Si](C)(C)OCC1(CBr)CCC1,0
62,Cn1ncnc1COc1nn2c(-c3ccccc3F)nncc2c1Br.OB(O)c1cccc(C(F)(F)F)c1,Cn1ncnc1CCl.Oc1nn2c(-c3ccccc3F)nncc2c1-c1cccc(C(F)(F)F)c1,Cn1ncnc1CO.Fc1ccccc1C=NN=Cc1[nH]nc(-c2cccc(C(F)(F)F)c2)c1Cl,Cn1ncnc1CBr.Oc1nn2c(-c3ccccc3F)nncc2c1-c1cccc(C(F)(F)F)c1,Cn1ncnc1CO.Fc1ccccc1C=NN=CC1=C(Cl)C(C=CC=CCC(F)(F)F)=C=NN1,Cn1ncnc1CO.Fc1ccccc1C=NN=Cc1[nH]nc(-c2cccc(C(F)(F)F)c2)c1Br,0
63,CCCN(C(=O)c1nc2ccccc2[nH]1)[C@H]1C[C@@H](C(=O)N2CCOCC2)CN(C(=O)OC(C)(C)C)C1.COCCCCOS(C)(=O)=O,CCCN(C(=O)c1nc2ccccc2n1CCCCOC)[C@H]1C[C@@H](C(=O)O)CN(C(=O)OC(C)(C)C)C1.OC1COCCN1,C1COCCN1.CCCN(C(=O)c1nc2ccccc2n1CCCCOC)[C@H]1C[C@@H](C(=O)O)CN(C(=O)OC(C)(C)C)C1,C1COCCN1.CCCN(C(=O)c1nc2ccccc2n1CCCCOC)[C@H]1C[C@@H](C(=O)O)CN(C(=O)OC(C)(C)C)C1,C1COCCN1.CCCN(C(=O)c1nc2ccccc2n1CCCCOC)[C@H]1C[C@@H](C(=O)O)CN(C(=O)OC(C)(C)C)C1,CC(C)(C)OC(=O)N1C[C@@H](C=O)C[C@@H]1C(=O)N1CCOCC1.CCCNC(=O)c1nc2ccccc2n1CCCCO,0
64,CCOC(=O)c1cccc(-c2ccc(CBr)cc2)c1,CCOC(=O)c1ccccc1-c1cccc(C)c1.O=C1CCC(=O)N1Br,CCOC(=O)c1ccccc1-c1cccc(CO)c1.O=C1CCC(=O)N1Br,Cc1cccc(-c2ccccc2C(=O)O)c1.O=C1CCC(=O)N1Br,BrC(Br)(Br)Br.CCOC(=O)c1ccccc1-c1cccc(CO)c1,CCO.Cc1cccc(-c2ccccc2C(=O)O)c1,0
65,CNN.Nc1cc(-n2cc(C(=O)O)c(=O)c3cc([N+](=O)[O-])c(F)cc32)c(F)cc1F,CN(N)c1cc2c(cc1[N+](=O)[O-])c(=O)c(C(=O)O)cn2-c1cc([N+](=O)[O-])c(F)cc1F,CN(C)c1cc(C(=O)C(=CNC2=C(F)C=C(F)C2=CN)[N+](=O)[O-])c(F)cc1F.CNN,CN(C)c1cc(C(=O)C(=CNC2=C(F)C=C(F)C2=CN)[N+](=O)[O-])c(Cl)cc1F.CNN,CNN.NC=C1C(F)=CC(F)=C1NC=C(C(=O)c1cc(C(=O)O)c(F)cc1F)[N+](=O)[O-],CN(C)c1cc(C(=O)C(=CNC2=C(F)C=C(F)C2=CN)C(=O)O)c(Cl)cc1F.CNN,0
66,CC(C)(CCl)c1cc(Br)ccc1O,CC(C)(CO)c1cc(Br)ccc1F,CC(C)(CO)c1cc(Br)ccc1O,CC(=O)c1cc(Br)cc2c1OCC2(C)C,CC(C)(CO)c1cc(Br)ccc1Cl,CC1(CO)COc2ccc(Br)cc2C1,0
67,Cn1nccc1-c1ccc(C(=O)N[C@@H](Cc2ccccc2C(F)(F)F)CN2C(=O)c3ccccc3C2=O)cc1F,Cn1nccc1C=CC=C(F)C(=O)N[C@H](CNC(=O)OCc1ccccc1)Cc1ccccc1C(F)(F)F,Cn1nccc1C=CC=C(PF)C(=O)N[C@H](CNC(=O)OCc1ccccc1)Cc1ccccc1C(F)(F)F,Cn1nccc1C=CC=C(F)C(=O)N[C@@H](F)Cc1ccccc1C(F)F,Cn1nccc1-c1ccc(C(=O)N[C@@H](Cc2ccccc2C(F)(F)F)CN2C(=O)c3ccccc3C2=O)cc1F,Cn1nccc1C=CC=C(F)C(=O)N[C@H](CNC(=O)OCc1ccccc1)Cc1ccccc1C(F)(F)F,4
68,Cn1cncc1C(Cl)(c1ccoc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C.N,CC1(C)OB(c2cccc3c2NC3)OC1(C)C.Cn1cncc1C(Cl)(c1ccoc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,Cn1cncc1B1OC(C)(C)C(C)(C)O1.Cn1cncc1C(Cl)(c1ccoc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,Cn1cncc1C(Cl)(c1ccoc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C.[NH4+],Cn1cncc1C(Cl)(c1ccoc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C.OB(O)c1ccoc1,Cn1ccnc1B(O)O.Cn1cncc1C(Cl)(c1ccoc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,0
69,CCOC(=O)C(CS)c1ccc(NC(=N)N)cc1,CCOC(=O)C(CS)c1ccc(NC(=N)N)cc1,COC(=O)C(CS)c1ccc(NC(=N)N)cc1,COC(=O)C(CBr)c1ccc(NC(=N)N)cc1,COC(=O)C(CBr)C1=CC=CN(C(=N)N)C1,COC(=O)C(CS)c1ccc(NC(=N)N)cc1,1
70,COc1ccc(F)cc1B(O)O.O=S(=O)(Nc1cccc(-c2nnn[nH]2)c1)c1ccc(Br)s1,COc1ccc(F)cc1-c1ccc(S(=O)(=O)Cl)s1.Nc1cccc(-c2nnn[nH]2)c1,COc1ccc(F)cc1C=CC=C(P)S(=O)(=O)Nc1cccc(C#N)c1S.[N-]=[N+]=[N-],COc1ccc(F)cc1C=CC#CS(=O)(=O)Nc1cccc(C#N)c1S.[N-]=[N+]=[N-],N#Cc1cccc(NS(=O)(=O)C2=CC=Cc3cc(F)ccc3OC2)c1S.[N-]=[N+]=[N-],COc1ccc(F)cc1C=CC=C(S)S(=O)(=O)Nc1cccc(C#N)c1S.[N-]=[N+]=[N-],0
71,N#Cc1ccc(NC(=O)c2nc3ccccc3o2)c(C(=O)OCc2ccccc2)c1,COC(=O)c1cc(C#N)ccc1NC(=O)c1nc2ccccc2o1,CCOC(=O)c1cc(C#N)ccc1NC(=O)c1nc2ccccc2o1,N#Cc1ccc(N)c(C(=O)O)c1.O=C(O)c1nc2ccccc2o1,CC(C)(C)OC(=O)c1cc(C#N)ccc1NC(=O)c1nc2ccccc2o1,N#Cc1ccc(NC(=O)c2nc3ccccc3o2)c(C(=O)O)c1,0
72,COc1ccc(B(O)O)cn1.CS(=O)(=O)N1CCN(CCCOc2ccc3c(c2)C(=O)C(Br)=C3c2ccc(F)cc2F)CC1,CN(CCCOc1ccc2c(c1)C(=O)C(Br)=C2c1ccc(F)cc1F)CCNS(C)(=O)=O.COc1ccc(B(O)O)cn1,COc1ccc(B(O)O)cn1.CS(=O)(=O)N1CCN(CCCOc2ccc3c(c2)C(=O)C(Br)=C3c2ccc(F)cc2F)C1,CN(CCCOc1ccc2c(c1)C(=O)C(Br)=C2c1ccc(F)cc1F)CCNS(C)(=O)=O.COc1ccc(B(O)O)cn1,C#CC(F)=CC=CC1=C(Br)C(=O)c2cc(OCCCN(F)CCNS(C)(=O)=O)ccc21.COc1ccc(B(O)O)cn1,COc1ccc(B(O)O)cn1.CS(=O)(=O)N1CCN(CCCOc2ccc3c(c2)C(=O)C(Br)=C3c2ccc(F)cc2F)CC1,5
73,CC1(C)OB(c2cccc(NS(C)(=O)=O)c2)OC1(C)C.Nc1nnc(Br)c(-c2ccccc2)n1,CS(=O)(=O)Cl.Nc1cccc(-c2nnc(N)nc2-c2ccccc2)c1,CS(=O)(=O)Cl.NC1=CC=CC(c2cnc(N)nn2)C=CC=CC=C=C1,CS(=O)(=O)Nc1cccc(B(O)O)c1.Nc1nnc(Br)c(-c2ccccc2)n1,CS(=O)(=O)Cl.Nc1ncc(-c2cccc(N)c2-c2ccccc2)nn1,CS(=O)(=O)Cl.Nc1cccc(-c2nnc(N)nc2-c2ccccc2)c1,0
74,BrCCCOc1cccc2ccccc12.COc1ccc(N2CCNCC2)cc1,COc1ccc(N2CCNCC2)cc1.ClCCCOc1cccc2ccccc12,BrCCCOc1cccc2ccccc12.COc1ccc(N2CCNCC2)cc1,COc1ccc(N2CCNCC2)cc1.OCCCOc1cccc2ccccc12,COc1ccc(N2CCNCC2)cc1.O=CCCOc1cccc2ccccc12,COc1ccc(N2CCN(C)CC2)cc1.Oc1cccc2ccccc12,2
75,O=C1OC(=O)C2C3C=CC(C3)C12,O=C(O)C1CC2CCC1C2.O=C([O-])O,O=C(O)C1CC2CCC1C2,O=C(O)C1CC2CCC1C2.O=C(n1ccnc1)n1ccnc1,O=C(O)C1CC2C=CC1C2.O=C([O-])O,O=C(O)C1CC2CCC1C2.O=C([O-])[O-],0
76,Clc1cccc2c(CBr)csc12.OC(Cn1ccnc1)c1ccc(Cl)cc1Cl,C=CSC=CCOC(CBr)C(=CC=CCl)CCl.c1c[nH]cn1,ClCc1csc2c(Cl)cccc12.OC(Cn1ccnc1)c1ccc(Cl)cc1Cl,OC(Cn1ccnc1)c1ccc(Cl)cc1Cl.OCc1csc2c(Cl)cccc12,C=CC(Cl)=CSC=C1COC(CBr)C2=CC=C(Cl)C=C(Cl)C1=C2.c1c[nH]cn1,C=CC(Cl)=CSC=C1COC(CBr)C2=CC(=CCl)C=C(Cl)C1=C2.c1c[nH]cn1,0
77,CC1(C)OB(c2ccc3c(c2)CCCO3)OC1(C)C.COC(=O)C(OC(C)(C)C)c1cc([N+](=O)[O-])ccc1Cl,COC(=O)C(OC(C)(C)C)c1cc([N+](=O)[O-])ccc1Br.COOCCCc1cccc(B(OC(C)C)P(C)C)c1,,COC(=O)C(OC(C)(C)C)c1cc([N+](=O)[O-])ccc1Br.OB(O)c1ccc2c(c1)CCCO2,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.COC(=O)C(OC(C)(C)C)c1cc([N+](=O)[O-])ccc1Br,Brc1ccc2c(c1)CCCO2.COC(=O)C(OC(C)(C)C)c1cc([N+](=O)[O-])ccc1Br,0
78,O=C(CCCCl)c1ccccc1.[N-]=[N+]=[N-],O=C(CCCCl)c1ccccc1.[N-]=[N+]=[N-],O=C(CCCBr)c1ccccc1.[N-]=[N+]=[N-],C=C1C=CC=CC(=O)CCCNC(=O)c2ccccc21,O=C(CCCCl)Oc1ccccc1.[N-]=[N+]=[N-],C=C1C=CC=CC(=O)CCCNC(=O)c2ccccc21.[N-]=[N+]=[N-],1
79,CC(=O)OCCn1cc(-c2ccc(=O)n(Cc3cccc(-c4ncc(OCCN5CCOCC5)cn4)c3)n2)cn1,ClCCN1CCOCC1.O=c1ccc(-c2cnn(CCO)c2)nn1Cc1cccc(-c2ncc(O)cn2)c1,CC1(C)OB(c2ncc(OCCN3CCOCC3)cn2)OC1(C)C.O=c1ccc(-c2cnn(CCO)c2)nn1Cc1cccc(Br)c1,BrCCN1CCOCC1.O=c1ccc(-c2cnn(CCO)c2)nn1Cc1cccc(-c2ncc(O)cn2)c1,O=c1ccc(-c2cnn(CCO)c2)nn1Cc1cccc(-c2ncc(O)cn2)c1.OCCN1CCOCC1,O=c1ccc(-c2cnn(CCO)c2)nn1Cc1cccc(-c2ncc(Br)cn2)c1.OCCN1CCOCC1,0
80,CO.O=C(O)c1cc(C(F)(F)F)ccc1Sc1ccccc1,COC(=O)c1cc(C(F)(F)F)ccc1F.Sc1ccccc1,COC(=O)c1cc(C(F)(F)F)ccc1Br.Sc1ccccc1,COC(=O)c1cc(C(F)(F)F)ccc1Cl.Sc1ccccc1,COC(=O)c1cc(C(F)(F)F)ccc1I.Sc1ccccc1,CO.O=C(O)c1cc(C(F)(F)F)ccc1Sc1ccccc1,5
81,CC[C@H](C)[C@H](NC(=O)OC)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(N)Cc1ccc(-c2nccs2)cc1.COC(=O)N[C@H](C(=O)O)C(C)C,CC[C@H](C)[C@H](NC(=O)OC)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CNCc1ccc(-c2nccs2)cc1.COC(=O)N[C@@H](C(=O)O)C(C)C,CC[C@H](C)[C@H](NC(=O)OC)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CNCc1ccc(-c2nccs2)cc1.COC(=O)N[C@H](C(=O)O)C(C)C,CC[C@H](C)[C@H](NC(=O)OC)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CNCc1ccc(-c2nccs2)cc1.COC(=O)N[C@H](C(=O)OCc1ccccc1)C(C)C,CC[C@H](C)[C@H](NC(=O)OC)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CNCc1ccc(-c2nccs2)cc1.COC(=O)N[C@H](OS(=O)(=O)C(F)(F)F)C(C)C,CC[C@H](C)[C@H](NC(=O)OC)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(N)Cc1ccc(-c2nccs2)cc1.COC(=O)N[C@@H](C(=O)O)C(C)C,0
82,COC(=O)c1ccc(NC(=O)c2ccc3c(c2)NCCO3)nc1.COc1ccc(Cl)cc1S(=O)(=O)Cl,COC(=O)c1ccc(N)nc1.COc1ccc(Cl)cc1S(=O)(=O)NCCOc1ccc(C(=O)O)cc1,COC(=O)c1ccc(N)nc1.COc1ccc(Cl)cc1S(=O)(=O)N1CCOc2ccc(C(=O)O)cc21,COC(=O)c1ccc(N)nc1.COc1ccc(Cl)cc1S(=O)(=O)NC1COc2ccc(C(=O)O)cc21,COC(=O)c1ccc(N)nc1.COc1ccc(Cl)cc1S(=O)(=O)N1CCCOc2ccc(C(=O)O)cc21,COC(=O)c1ccc(N)nc1.COc1ccc(Cl)cc1S(=O)(=O)NCCOc1cccc(C(=O)O)c1,0
83,COC(=O)/C=C/c1ccc(CNC23CC4CC(CC(C4)C2)C3)cc1,COC(=O)/C=C/c1ccc(CNC23CC4CC(CC(C4)C2)C3)cc1,CC(C)(C)OC(=O)/C=C/c1ccc(CNC23CC4CC(CC(C4)C2)C3)cc1,CCOC(=O)/C=C/c1ccc(CNC23CC4CC(CC(C4)C2)C3)cc1,NC12CC3CC(CC(C3)C1)C2.O=Cc1ccc(/C=C/C(=O)O)cc1,C=CC(=O)O.NC12CC3CC(CC(C3)C1)C2,1
84,Cc1c[nH]c2c1C(=O)CC(C)(C)C2.Nc1ncc(Br)c2cc(F)ccc12,Cc1c[nH]c2c1C(=O)CC(C)(C)C2.Nc1ncc(Br)c2cc(Br)ccc12,Cc1c[nH]c2c1C(=O)CC(C)(C)C2.Nc1cccc(Br)ccc(Br)cn1,Cc1c[nH]c2c1C(=O)CC(C)(C)C2.Nc1ncc(Br)c2cc(F)ccc12,C=CC(Br)=CN=Cc1ccc(F)cc1C=CN.Cc1c[nH]c2c1C(=O)CC(C)(C)C2,Brc1ccc[nH]ccnc1.Cc1c[nH]c2c1C(=O)CC(C)(C)C2,3
85,CC(C)CC(NC(CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)OC(C)(C)C)C(=O)NCCN1CCOCC1,C=Cc1ccccc1C=CC(=O)N1CC[C@@H](C(=O)OC)C1=O,COC(=O)[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)N[C@H](CC(C)C)C(=O)NCCN1CCOCC1,COC(=O)[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)N[C@@H](CC(C)C)C(=O)NCCN1CCOCC1,C=Cc1ccccc1C=CC(=O)N1CC[C@@H](C(=O)OC)C1=O,CC(C)C[C@@H](Cc1ccccc1C(=O)NCCN1CCOCC1)N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O,0
86,Cc1ccoc1C(=O)Nc1cccc(C(=O)c2ccc3c(c2)NC(=O)C3=CO)c1.Nc1ccc(CCN2CCCC2)cc1,Cc1ccoc1C(=O)Nc1cccc(C(=O)c2ccc3c(c2)NC(=O)C3=CO)c1.Nc1ccc(CCN2CCCC2)cc1,COC=C1C(=O)Nc2cc(C(=O)C3C=CC3=CNC(=O)c3occc3C)ccc21.Nc1ccc(CCN2CCCC2)cc1,Cc1ccoc1C(=O)Cl.Nc1cccc(C(=O)c2ccc3c(c2)NC(=O)C3=CNc2ccc(CCN3CCCC3)cc2)c1,Cc1ccoc1C(=O)NC=CC1=CCC(=O)c2ccc3c(c2)NC(=O)C3=COC1.Nc1ccc(CCN2CCCC2)cc1,C=C1C(=O)Nc2cc(C(=O)C3C=CC(=CNC(=O)c4occc4C)CO3)ccc21.Nc1ccc(CCN2CCCC2)cc1,1
87,C=C(CNC(=O)OC(C)(C)C)C(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,C=C(C#N)C(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,C=C(CN=[N+]=[N-])C(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,C=C(CNC(=O)OC(C)(C)C)C(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,C=C(CNC(=O)OCc1ccccc1)C(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,C=C(CN)C(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,3
88,C=CCc1c(F)c(F)c(CO)c(F)c1F.CC(C#N)=C[C@@H]1[C@@H](C(=O)O)C1(C)C,C=CCc1c(F)c(F)c(CO)c(F)c1F.CC(C#N)=C[C@@H]1[C@@H](C(=O)O)C1(C)C,C=CCB1OC(C)(C)C(C)(C)O1.CC(C#N)=C[C@@H]1[C@@H](C(=O)O)C1(C)C,C=CCc1c(F)c(F)c(CO)c(F)c1F.CC(C#N)=C[C@H]1[C@@H](C(=O)O)C1(C)C,C=CB1OC(C)(C)C(C)(C)O1.CC(C#N)=C[C@@H]1[C@@H](C(=O)O)C1(C)C,C=CCB1OB(C=C)OB(C=C)O1.CC(C#N)=C[C@@H]1[C@@H](C(=O)O)C1(C)C,1
89,CCCCNCCCC.O=C1c2ccccc2-n2cnc(-c3noc(CCl)n3)c2[C@@H]2CCN12,CCCCNCCCC.O=C1c2ccccc2-n2cnc(-c3noc(CCl)n3)c2[C@@H]2CCN12,CCCCNCCCC.O=Cc1ccccc1-n1cnc(-c2noc(CCl)n2)c1[C@@H]1CCN1,CCCCNCCCC.O=Cc1ccccc1-n1cnc(-c2noc(CCl)n2)c1[C@@H]1CCN1,CCCCNCCCC.O=Cc1ccccc1-n1cnc(-c2noc(CCl)n2)c1[C@@H]1CCN1,CCCCN(CCCC)Cc1nc(Br)no1.O=Cc1ccccc1-n1cncc1[C@@H]1CCN1,1
